Area,Item,Year,Production in tonnes 
Nigeria,Rubber  natural,1990,147000
Nigeria,Rubber  natural,1991,155000
Nigeria,Rubber  natural,1992,129000
Nigeria,Rubber  natural,1993,130000
Nigeria,Rubber  natural,1994,105000
Nigeria,Rubber  natural,1995,125000
Nigeria,Rubber  natural,1996,130000
Nigeria,Rubber  natural,1997,120000
Nigeria,Rubber  natural,1998,118665
Nigeria,Rubber  natural,1999,107000
Nigeria,Rubber  natural,2000,107000
Nigeria,Rubber  natural,2001,108000
Nigeria,Rubber  natural,2002,112000
Nigeria,Rubber  natural,2003,142000
Nigeria,Rubber  natural,2004,142000
Nigeria,Rubber  natural,2005,135716
Nigeria,Rubber  natural,2006,142500
Nigeria,Rubber  natural,2007,143000
Nigeria,Rubber  natural,2008,137646
Nigeria,Rubber  natural,2009,145000
Nigeria,Rubber  natural,2010,144912
Nigeria,Rubber  natural,2011,144938
Nigeria,Rubber  natural,2012,148053
Nigeria,Rubber  natural,2013,150110
Nigeria,Rubber  natural,2014,148864
Nigeria,Rubber  natural,2015,146945
Nigeria,Rubber  natural,2016,147661
Nigeria,Rubber  natural,2017,148337
Nigeria,Rubber  natural,2018,149014
Nigeria,Rubber  natural,2019,149691
Nigeria,Seed cotton,1961,155000
Nigeria,Seed cotton,1962,155000
Nigeria,Seed cotton,1963,130000
Nigeria,Seed cotton,1964,142000
Nigeria,Seed cotton,1965,139000
Nigeria,Seed cotton,1966,139000
Nigeria,Seed cotton,1967,158000
Nigeria,Seed cotton,1968,82000
Nigeria,Seed cotton,1969,170000
Nigeria,Seed cotton,1970,274227
Nigeria,Seed cotton,1971,112679
Nigeria,Seed cotton,1972,109670
Nigeria,Seed cotton,1973,138961
Nigeria,Seed cotton,1974,80562
Nigeria,Seed cotton,1975,143465
Nigeria,Seed cotton,1976,172380
Nigeria,Seed cotton,1977,246164
Nigeria,Seed cotton,1978,117291
Nigeria,Seed cotton,1979,109759
Nigeria,Seed cotton,1980,85733
Nigeria,Seed cotton,1981,80903
Nigeria,Seed cotton,1982,62508
Nigeria,Seed cotton,1983,59257
Nigeria,Seed cotton,1984,38115
Nigeria,Seed cotton,1985,35000
Nigeria,Seed cotton,1986,100000
Nigeria,Seed cotton,1987,150000
Nigeria,Seed cotton,1988,184000
Nigeria,Seed cotton,1989,187000
Nigeria,Seed cotton,1990,276000
Nigeria,Seed cotton,1991,309000
Nigeria,Seed cotton,1992,348000
Nigeria,Seed cotton,1993,192000
Nigeria,Seed cotton,1994,218000
Nigeria,Seed cotton,1995,251000
Nigeria,Seed cotton,1996,301000
Nigeria,Seed cotton,1997,341000
Nigeria,Seed cotton,1998,348000
Nigeria,Seed cotton,1999,381000
Nigeria,Seed cotton,2000,399000
Nigeria,Seed cotton,2001,402000
Nigeria,Seed cotton,2002,428000
Nigeria,Seed cotton,2003,455000
Nigeria,Seed cotton,2004,487000
Nigeria,Seed cotton,2005,521000
Nigeria,Seed cotton,2006,563000
Nigeria,Seed cotton,2007,451000
Nigeria,Seed cotton,2008,492000
Nigeria,Seed cotton,2009,363510
Nigeria,Seed cotton,2010,602440
Nigeria,Seed cotton,2011,537670
Nigeria,Seed cotton,2012,287600
Nigeria,Seed cotton,2013,269710
Nigeria,Seed cotton,2014,290162
Nigeria,Seed cotton,2015,277523
Nigeria,Seed cotton,2016,278821
Nigeria,Seed cotton,2017,290468
Nigeria,Seed cotton,2018,261860
Nigeria,Seed cotton,2019,233104
Nigeria,Sesame seed,1961,56000
Nigeria,Sesame seed,1962,60000
Nigeria,Sesame seed,1963,53000
Nigeria,Sesame seed,1964,56000
Nigeria,Sesame seed,1965,61000
Nigeria,Sesame seed,1966,64000
Nigeria,Sesame seed,1967,53000
Nigeria,Sesame seed,1968,55000
Nigeria,Sesame seed,1969,58000
Nigeria,Sesame seed,1970,30000
Nigeria,Sesame seed,1971,32000
Nigeria,Sesame seed,1972,33000
Nigeria,Sesame seed,1973,35000
Nigeria,Sesame seed,1974,36000
Nigeria,Sesame seed,1975,36000
Nigeria,Sesame seed,1976,37000
Nigeria,Sesame seed,1977,38000
Nigeria,Sesame seed,1978,38000
Nigeria,Sesame seed,1979,39000
Nigeria,Sesame seed,1980,41000
Nigeria,Sesame seed,1981,42000
Nigeria,Sesame seed,1982,44000
Nigeria,Sesame seed,1983,30000
Nigeria,Sesame seed,1984,31000
Nigeria,Sesame seed,1985,35000
Nigeria,Sesame seed,1986,35000
Nigeria,Sesame seed,1987,34000
Nigeria,Sesame seed,1988,36000
Nigeria,Sesame seed,1989,40000
Nigeria,Sesame seed,1990,44000
Nigeria,Sesame seed,1991,46000
Nigeria,Sesame seed,1992,49000
Nigeria,Sesame seed,1993,52000
Nigeria,Sesame seed,1994,56000
Nigeria,Sesame seed,1995,60000
Nigeria,Sesame seed,1996,64000
Nigeria,Sesame seed,1997,66000
Nigeria,Sesame seed,1998,66000
Nigeria,Sesame seed,1999,69000
Nigeria,Sesame seed,2000,72000
Nigeria,Sesame seed,2001,74000
Nigeria,Sesame seed,2002,73000
Nigeria,Sesame seed,2003,80000
Nigeria,Sesame seed,2004,78000
Nigeria,Sesame seed,2005,100000
Nigeria,Sesame seed,2006,100000
Nigeria,Sesame seed,2007,117700
Nigeria,Sesame seed,2008,121610
Nigeria,Sesame seed,2009,119710
Nigeria,Sesame seed,2010,149410
Nigeria,Sesame seed,2011,229167
Nigeria,Sesame seed,2012,994800
Nigeria,Sesame seed,2013,584980
Nigeria,Sesame seed,2014,434990
Nigeria,Sesame seed,2015,432900
Nigeria,Sesame seed,2016,593604
Nigeria,Sesame seed,2017,632317
Nigeria,Sesame seed,2018,480000
Nigeria,Sesame seed,2019,480000
Nigeria,Sorghum,1961,3958000
Nigeria,Sorghum,1962,4499000
Nigeria,Sorghum,1963,4060000
Nigeria,Sorghum,1964,4230000
Nigeria,Sorghum,1965,4235000
Nigeria,Sorghum,1966,3160000
Nigeria,Sorghum,1967,3389000
Nigeria,Sorghum,1968,3236000
Nigeria,Sorghum,1969,4093000
Nigeria,Sorghum,1970,4052000
Nigeria,Sorghum,1971,3794000
Nigeria,Sorghum,1972,2298000
Nigeria,Sorghum,1973,3125000
Nigeria,Sorghum,1974,4732000
Nigeria,Sorghum,1975,2926000
Nigeria,Sorghum,1976,2950000
Nigeria,Sorghum,1977,3286000
Nigeria,Sorghum,1978,2409000
Nigeria,Sorghum,1979,2797000
Nigeria,Sorghum,1980,3690000
Nigeria,Sorghum,1981,3364000
Nigeria,Sorghum,1982,3740000
Nigeria,Sorghum,1983,3694000
Nigeria,Sorghum,1984,4608000
Nigeria,Sorghum,1985,4911000
Nigeria,Sorghum,1986,5425000
Nigeria,Sorghum,1987,5455000
Nigeria,Sorghum,1988,5182000
Nigeria,Sorghum,1989,4831000
Nigeria,Sorghum,1990,4185000
Nigeria,Sorghum,1991,5367000
Nigeria,Sorghum,1992,5909000
Nigeria,Sorghum,1993,6051000
Nigeria,Sorghum,1994,6197000
Nigeria,Sorghum,1995,6997000
Nigeria,Sorghum,1996,7084000
Nigeria,Sorghum,1997,7297000
Nigeria,Sorghum,1998,7516000
Nigeria,Sorghum,1999,7520000
Nigeria,Sorghum,2000,7711000
Nigeria,Sorghum,2001,7081000
Nigeria,Sorghum,2002,7534000
Nigeria,Sorghum,2003,8016000
Nigeria,Sorghum,2004,8578000
Nigeria,Sorghum,2005,9178000
Nigeria,Sorghum,2006,9866000
Nigeria,Sorghum,2007,9058000
Nigeria,Sorghum,2008,9318000
Nigeria,Sorghum,2009,5279170
Nigeria,Sorghum,2010,7140970
Nigeria,Sorghum,2011,5690145
Nigeria,Sorghum,2012,5837106
Nigeria,Sorghum,2013,5300270
Nigeria,Sorghum,2014,6883294
Nigeria,Sorghum,2015,7005025
Nigeria,Sorghum,2016,7556076
Nigeria,Sorghum,2017,6939000
Nigeria,Sorghum,2018,6800000
Nigeria,Sorghum,2019,6665000
Nigeria,Soybeans,1961,57000
Nigeria,Soybeans,1962,69000
Nigeria,Soybeans,1963,70000
Nigeria,Soybeans,1964,59000
Nigeria,Soybeans,1965,56000
Nigeria,Soybeans,1966,60000
Nigeria,Soybeans,1967,60000
Nigeria,Soybeans,1968,65000
Nigeria,Soybeans,1969,62000
Nigeria,Soybeans,1970,58000
Nigeria,Soybeans,1971,63000
Nigeria,Soybeans,1972,63000
Nigeria,Soybeans,1973,64000
Nigeria,Soybeans,1974,65000
Nigeria,Soybeans,1975,65000
Nigeria,Soybeans,1976,70000
Nigeria,Soybeans,1977,70000
Nigeria,Soybeans,1978,72000
Nigeria,Soybeans,1979,73000
Nigeria,Soybeans,1980,75000
Nigeria,Soybeans,1981,78000
Nigeria,Soybeans,1982,82000
Nigeria,Soybeans,1983,42000
Nigeria,Soybeans,1984,43000
Nigeria,Soybeans,1985,60000
Nigeria,Soybeans,1986,68000
Nigeria,Soybeans,1987,107000
Nigeria,Soybeans,1988,150000
Nigeria,Soybeans,1989,300000
Nigeria,Soybeans,1990,218000
Nigeria,Soybeans,1991,145000
Nigeria,Soybeans,1992,154000
Nigeria,Soybeans,1993,163000
Nigeria,Soybeans,1994,178000
Nigeria,Soybeans,1995,287000
Nigeria,Soybeans,1996,322000
Nigeria,Soybeans,1997,361000
Nigeria,Soybeans,1998,405000
Nigeria,Soybeans,1999,410000
Nigeria,Soybeans,2000,429000
Nigeria,Soybeans,2001,436000
Nigeria,Soybeans,2002,464000
Nigeria,Soybeans,2003,494000
Nigeria,Soybeans,2004,528000
Nigeria,Soybeans,2005,565000
Nigeria,Soybeans,2006,605000
Nigeria,Soybeans,2007,580000
Nigeria,Soybeans,2008,591000
Nigeria,Soybeans,2009,426590
Nigeria,Soybeans,2010,365080
Nigeria,Soybeans,2011,492852
Nigeria,Soybeans,2012,650000
Nigeria,Soybeans,2013,517960
Nigeria,Soybeans,2014,623815
Nigeria,Soybeans,2015,588523
Nigeria,Soybeans,2016,936887
Nigeria,Soybeans,2017,993955
Nigeria,Soybeans,2018,650000
Nigeria,Soybeans,2019,630000
Nigeria,Spices nes,1961,1000
Nigeria,Spices nes,1962,2000
Nigeria,Spices nes,1963,3000
Nigeria,Spices nes,1964,3000
Nigeria,Spices nes,1965,2000
Nigeria,Spices nes,1966,4000
Nigeria,Spices nes,1967,2000
Nigeria,Spices nes,1968,3000
Nigeria,Spices nes,1969,4000
Nigeria,Spices nes,1970,4500
Nigeria,Spices nes,1971,3500
Nigeria,Spices nes,1972,3500
Nigeria,Spices nes,1973,2500
Nigeria,Spices nes,1974,2000
Nigeria,Spices nes,1975,3500
Nigeria,Spices nes,1976,3500
Nigeria,Spices nes,1977,5500
Nigeria,Spices nes,1978,3800
Nigeria,Spices nes,1979,4000
Nigeria,Spices nes,1980,4000
Nigeria,Spices nes,1981,4000
Nigeria,Spices nes,1982,4200
Nigeria,Spices nes,1983,4300
Nigeria,Spices nes,1984,4400
Nigeria,Spices nes,1985,4400
Nigeria,Spices nes,1986,4000
Nigeria,Spices nes,1987,4000
Nigeria,Spices nes,1988,4000
Nigeria,Spices nes,1989,4000
Nigeria,Spices nes,1990,4800
Nigeria,Spices nes,1991,1851
Nigeria,Spices nes,1992,2034
Nigeria,Spices nes,1993,2218
Nigeria,Spices nes,1994,2401
Nigeria,Spices nes,1995,2585
Nigeria,Spices nes,1996,2769
Nigeria,Spices nes,1997,2952
Nigeria,Spices nes,1998,3136
Nigeria,Spices nes,1999,3319
Nigeria,Spices nes,2000,3503
Nigeria,Spices nes,2001,3687
Nigeria,Spices nes,2002,3870
Nigeria,Spices nes,2003,4006
Nigeria,Spices nes,2004,4282
Nigeria,Spices nes,2005,4500
Nigeria,Spices nes,2006,4548
Nigeria,Spices nes,2007,4600
Nigeria,Spices nes,2008,4790
Nigeria,Spices nes,2009,4700
Nigeria,Spices nes,2010,5500
Nigeria,Spices nes,2011,5500
Nigeria,Spices nes,2012,6000
Nigeria,Spices nes,2013,6200
Nigeria,Spices nes,2014,6260
Nigeria,Spices nes,2015,6360
Nigeria,Spices nes,2016,6489
Nigeria,Spices nes,2017,6673
Nigeria,Spices nes,2018,6857
Nigeria,Spices nes,2019,7041
Nigeria,Sugar cane,1961,172000
Nigeria,Sugar cane,1962,185000
Nigeria,Sugar cane,1963,265000
Nigeria,Sugar cane,1964,348000
Nigeria,Sugar cane,1965,452000
Nigeria,Sugar cane,1966,441000
Nigeria,Sugar cane,1967,534000
Nigeria,Sugar cane,1968,545000
Nigeria,Sugar cane,1969,574000
Nigeria,Sugar cane,1970,607000
Nigeria,Sugar cane,1971,638000
Nigeria,Sugar cane,1972,666000
Nigeria,Sugar cane,1973,618000
Nigeria,Sugar cane,1974,670000
Nigeria,Sugar cane,1975,700000
Nigeria,Sugar cane,1976,735000
Nigeria,Sugar cane,1977,765000
Nigeria,Sugar cane,1978,770000
Nigeria,Sugar cane,1979,815000
Nigeria,Sugar cane,1980,870000
Nigeria,Sugar cane,1981,926000
Nigeria,Sugar cane,1982,900000
Nigeria,Sugar cane,1983,810000
Nigeria,Sugar cane,1984,821000
Nigeria,Sugar cane,1985,862000
Nigeria,Sugar cane,1986,897000
Nigeria,Sugar cane,1987,882000
Nigeria,Sugar cane,1988,888000
Nigeria,Sugar cane,1989,900000
Nigeria,Sugar cane,1990,920000
Nigeria,Sugar cane,1991,888000
Nigeria,Sugar cane,1992,896000
Nigeria,Sugar cane,1993,905000
Nigeria,Sugar cane,1994,633000
Nigeria,Sugar cane,1995,589000
Nigeria,Sugar cane,1996,615000
Nigeria,Sugar cane,1997,675000
Nigeria,Sugar cane,1998,675000
Nigeria,Sugar cane,1999,682000
Nigeria,Sugar cane,2000,695000
Nigeria,Sugar cane,2001,705000
Nigeria,Sugar cane,2002,750000
Nigeria,Sugar cane,2003,798000
Nigeria,Sugar cane,2004,854000
Nigeria,Sugar cane,2005,914000
Nigeria,Sugar cane,2006,987000
Nigeria,Sugar cane,2007,1506000
Nigeria,Sugar cane,2008,1412070
Nigeria,Sugar cane,2009,1401680
Nigeria,Sugar cane,2010,849898
Nigeria,Sugar cane,2011,755805
Nigeria,Sugar cane,2012,1088842
Nigeria,Sugar cane,2013,1272034
Nigeria,Sugar cane,2014,1413512
Nigeria,Sugar cane,2015,1449963
Nigeria,Sugar cane,2016,1487173
Nigeria,Sugar cane,2017,1492892
Nigeria,Sugar cane,2018,1433642
Nigeria,Sugar cane,2019,1456039
Nigeria,Sweet potatoes,1961,149000
Nigeria,Sweet potatoes,1962,154000
Nigeria,Sweet potatoes,1963,159000
Nigeria,Sweet potatoes,1964,164000
Nigeria,Sweet potatoes,1965,169000
Nigeria,Sweet potatoes,1966,174000
Nigeria,Sweet potatoes,1967,179000
Nigeria,Sweet potatoes,1968,185000
Nigeria,Sweet potatoes,1969,190000
Nigeria,Sweet potatoes,1970,113000
Nigeria,Sweet potatoes,1971,110000
Nigeria,Sweet potatoes,1972,100000
Nigeria,Sweet potatoes,1973,100000
Nigeria,Sweet potatoes,1974,100000
Nigeria,Sweet potatoes,1975,100000
Nigeria,Sweet potatoes,1976,100000
Nigeria,Sweet potatoes,1977,100000
Nigeria,Sweet potatoes,1978,100000
Nigeria,Sweet potatoes,1979,100000
Nigeria,Sweet potatoes,1980,100000
Nigeria,Sweet potatoes,1981,100000
Nigeria,Sweet potatoes,1982,100000
Nigeria,Sweet potatoes,1983,100000
Nigeria,Sweet potatoes,1984,100000
Nigeria,Sweet potatoes,1985,80000
Nigeria,Sweet potatoes,1986,83000
Nigeria,Sweet potatoes,1987,93000
Nigeria,Sweet potatoes,1988,110000
Nigeria,Sweet potatoes,1989,120000
Nigeria,Sweet potatoes,1990,143000
Nigeria,Sweet potatoes,1991,184000
Nigeria,Sweet potatoes,1992,218000
Nigeria,Sweet potatoes,1993,359000
Nigeria,Sweet potatoes,1994,305000
Nigeria,Sweet potatoes,1995,1168000
Nigeria,Sweet potatoes,1996,1478000
Nigeria,Sweet potatoes,1997,1493000
Nigeria,Sweet potatoes,1998,1560000
Nigeria,Sweet potatoes,1999,2451000
Nigeria,Sweet potatoes,2000,2468000
Nigeria,Sweet potatoes,2001,2473000
Nigeria,Sweet potatoes,2002,2631000
Nigeria,Sweet potatoes,2003,2800000
Nigeria,Sweet potatoes,2004,2996000
Nigeria,Sweet potatoes,2005,3205000
Nigeria,Sweet potatoes,2006,3462000
Nigeria,Sweet potatoes,2007,2432000
Nigeria,Sweet potatoes,2008,3318000
Nigeria,Sweet potatoes,2009,3300000
Nigeria,Sweet potatoes,2010,3467073
Nigeria,Sweet potatoes,2011,3516653
Nigeria,Sweet potatoes,2012,3592440
Nigeria,Sweet potatoes,2013,3676709
Nigeria,Sweet potatoes,2014,3734749
Nigeria,Sweet potatoes,2015,3857242
Nigeria,Sweet potatoes,2016,3920628
Nigeria,Sweet potatoes,2017,3995581
Nigeria,Sweet potatoes,2018,4070534
Nigeria,Sweet potatoes,2019,4145488
Nigeria,Taro (cocoyam),1961,1147000
Nigeria,Taro (cocoyam),1962,1545000
Nigeria,Taro (cocoyam),1963,1551000
Nigeria,Taro (cocoyam),1964,1621000
Nigeria,Taro (cocoyam),1965,1602000
Nigeria,Taro (cocoyam),1966,1433000
Nigeria,Taro (cocoyam),1967,1648000
Nigeria,Taro (cocoyam),1968,1327000
Nigeria,Taro (cocoyam),1969,1725000
Nigeria,Taro (cocoyam),1970,1381000
Nigeria,Taro (cocoyam),1971,880000
Nigeria,Taro (cocoyam),1972,1357000
Nigeria,Taro (cocoyam),1973,1106000
Nigeria,Taro (cocoyam),1974,480000
Nigeria,Taro (cocoyam),1975,504000
Nigeria,Taro (cocoyam),1976,532000
Nigeria,Taro (cocoyam),1977,346000
Nigeria,Taro (cocoyam),1978,182000
Nigeria,Taro (cocoyam),1979,132000
Nigeria,Taro (cocoyam),1980,208000
Nigeria,Taro (cocoyam),1981,270000
Nigeria,Taro (cocoyam),1982,280000
Nigeria,Taro (cocoyam),1983,224000
Nigeria,Taro (cocoyam),1984,207000
Nigeria,Taro (cocoyam),1985,232000
Nigeria,Taro (cocoyam),1986,373000
Nigeria,Taro (cocoyam),1987,354000
Nigeria,Taro (cocoyam),1988,635000
Nigeria,Taro (cocoyam),1989,649000
Nigeria,Taro (cocoyam),1990,731000
Nigeria,Taro (cocoyam),1991,829000
Nigeria,Taro (cocoyam),1992,940000
Nigeria,Taro (cocoyam),1993,1066000
Nigeria,Taro (cocoyam),1994,1128000
Nigeria,Taro (cocoyam),1995,1182000
Nigeria,Taro (cocoyam),1996,1195000
Nigeria,Taro (cocoyam),1997,1831720
Nigeria,Taro (cocoyam),1998,3823000
Nigeria,Taro (cocoyam),1999,3835000
Nigeria,Taro (cocoyam),2000,3886000
Nigeria,Taro (cocoyam),2001,3910000
Nigeria,Taro (cocoyam),2002,4160000
Nigeria,Taro (cocoyam),2003,4426000
Nigeria,Taro (cocoyam),2004,4736000
Nigeria,Taro (cocoyam),2005,5068000
Nigeria,Taro (cocoyam),2006,5473000
Nigeria,Taro (cocoyam),2007,4996000
Nigeria,Taro (cocoyam),2008,5387000
Nigeria,Taro (cocoyam),2009,3033340
Nigeria,Taro (cocoyam),2010,2957090
Nigeria,Taro (cocoyam),2011,3011661
Nigeria,Taro (cocoyam),2012,3200000
Nigeria,Taro (cocoyam),2013,2932530
Nigeria,Taro (cocoyam),2014,3273000
Nigeria,Taro (cocoyam),2015,3276700
Nigeria,Taro (cocoyam),2016,3233847
Nigeria,Taro (cocoyam),2017,3190786
Nigeria,Taro (cocoyam),2018,2963246
Nigeria,Taro (cocoyam),2019,2860909
Nigeria,Tobacco  unmanufactured,1961,13630
Nigeria,Tobacco  unmanufactured,1962,13608
Nigeria,Tobacco  unmanufactured,1963,7375
Nigeria,Tobacco  unmanufactured,1964,13059
Nigeria,Tobacco  unmanufactured,1965,15104
Nigeria,Tobacco  unmanufactured,1966,10909
Nigeria,Tobacco  unmanufactured,1967,11083
Nigeria,Tobacco  unmanufactured,1968,12477
Nigeria,Tobacco  unmanufactured,1969,10339
Nigeria,Tobacco  unmanufactured,1970,11177
Nigeria,Tobacco  unmanufactured,1971,17500
Nigeria,Tobacco  unmanufactured,1972,13000
Nigeria,Tobacco  unmanufactured,1973,11530
Nigeria,Tobacco  unmanufactured,1974,11930
Nigeria,Tobacco  unmanufactured,1975,17595
Nigeria,Tobacco  unmanufactured,1976,13883
Nigeria,Tobacco  unmanufactured,1977,10245
Nigeria,Tobacco  unmanufactured,1978,12150
Nigeria,Tobacco  unmanufactured,1979,12340
Nigeria,Tobacco  unmanufactured,1980,13000
Nigeria,Tobacco  unmanufactured,1981,10483
Nigeria,Tobacco  unmanufactured,1982,4112
Nigeria,Tobacco  unmanufactured,1983,2533
Nigeria,Tobacco  unmanufactured,1984,9500
Nigeria,Tobacco  unmanufactured,1985,10500
Nigeria,Tobacco  unmanufactured,1986,9000
Nigeria,Tobacco  unmanufactured,1987,8000
Nigeria,Tobacco  unmanufactured,1988,10000
Nigeria,Tobacco  unmanufactured,1989,9890
Nigeria,Tobacco  unmanufactured,1990,9000
Nigeria,Tobacco  unmanufactured,1991,9000
Nigeria,Tobacco  unmanufactured,1992,9400
Nigeria,Tobacco  unmanufactured,1993,9200
Nigeria,Tobacco  unmanufactured,1994,9300
Nigeria,Tobacco  unmanufactured,1995,9200
Nigeria,Tobacco  unmanufactured,1996,11767
Nigeria,Tobacco  unmanufactured,1997,14653
Nigeria,Tobacco  unmanufactured,1998,17541
Nigeria,Tobacco  unmanufactured,1999,21000
Nigeria,Tobacco  unmanufactured,2000,22000
Nigeria,Tobacco  unmanufactured,2001,17000
Nigeria,Tobacco  unmanufactured,2002,17000
Nigeria,Tobacco  unmanufactured,2003,16000
Nigeria,Tobacco  unmanufactured,2004,15000
Nigeria,Tobacco  unmanufactured,2005,15000
Nigeria,Tobacco  unmanufactured,2006,14000
Nigeria,Tobacco  unmanufactured,2007,9000
Nigeria,Tobacco  unmanufactured,2008,12000
Nigeria,Tobacco  unmanufactured,2009,11558
Nigeria,Tobacco  unmanufactured,2010,9066
Nigeria,Tobacco  unmanufactured,2011,7668
Nigeria,Tobacco  unmanufactured,2012,6652
Nigeria,Tobacco  unmanufactured,2013,5749
Nigeria,Tobacco  unmanufactured,2014,5436
Nigeria,Tobacco  unmanufactured,2015,5000
Nigeria,Tobacco  unmanufactured,2016,5500
Nigeria,Tobacco  unmanufactured,2017,6000
Nigeria,Tobacco  unmanufactured,2018,6207
Nigeria,Tobacco  unmanufactured,2019,5207
Nigeria,Tomatoes,1961,176000
Nigeria,Tomatoes,1962,180000
Nigeria,Tomatoes,1963,185000
Nigeria,Tomatoes,1964,189000
Nigeria,Tomatoes,1965,195000
Nigeria,Tomatoes,1966,199000
Nigeria,Tomatoes,1967,204000
Nigeria,Tomatoes,1968,209000
Nigeria,Tomatoes,1969,214000
Nigeria,Tomatoes,1970,220000
Nigeria,Tomatoes,1971,225000
Nigeria,Tomatoes,1972,230000
Nigeria,Tomatoes,1973,190000
Nigeria,Tomatoes,1974,220000
Nigeria,Tomatoes,1975,240000
Nigeria,Tomatoes,1976,260000
Nigeria,Tomatoes,1977,300000
Nigeria,Tomatoes,1978,310000
Nigeria,Tomatoes,1979,320000
Nigeria,Tomatoes,1980,325000
Nigeria,Tomatoes,1981,330000
Nigeria,Tomatoes,1982,335000
Nigeria,Tomatoes,1983,340000
Nigeria,Tomatoes,1984,345000
Nigeria,Tomatoes,1985,350000
Nigeria,Tomatoes,1986,355000
Nigeria,Tomatoes,1987,360000
Nigeria,Tomatoes,1988,365000
Nigeria,Tomatoes,1989,370000
Nigeria,Tomatoes,1990,375000
Nigeria,Tomatoes,1991,380000
Nigeria,Tomatoes,1992,400000
Nigeria,Tomatoes,1993,460000
Nigeria,Tomatoes,1994,513000
Nigeria,Tomatoes,1995,569000
Nigeria,Tomatoes,1996,569100
Nigeria,Tomatoes,1997,650000
Nigeria,Tomatoes,1998,801000
Nigeria,Tomatoes,1999,1078784
Nigeria,Tomatoes,2000,1260794
Nigeria,Tomatoes,2001,1251003
Nigeria,Tomatoes,2002,1284062
Nigeria,Tomatoes,2003,1324427
Nigeria,Tomatoes,2004,1805085
Nigeria,Tomatoes,2005,2042861
Nigeria,Tomatoes,2006,2079008
Nigeria,Tomatoes,2007,1701400
Nigeria,Tomatoes,2008,1823844
Nigeria,Tomatoes,2009,1750000
Nigeria,Tomatoes,2010,1799960
Nigeria,Tomatoes,2011,1491319
Nigeria,Tomatoes,2012,2060300
Nigeria,Tomatoes,2013,1925120
Nigeria,Tomatoes,2014,4083500
Nigeria,Tomatoes,2015,4229330
Nigeria,Tomatoes,2016,2632500
Nigeria,Tomatoes,2017,2809200
Nigeria,Tomatoes,2018,3500000
Nigeria,Tomatoes,2019,3816009
Nigeria,Vegetables  fresh nes,1961,826000
Nigeria,Vegetables  fresh nes,1962,846000
Nigeria,Vegetables  fresh nes,1963,866000
Nigeria,Vegetables  fresh nes,1964,888000
Nigeria,Vegetables  fresh nes,1965,910000
Nigeria,Vegetables  fresh nes,1966,932000
Nigeria,Vegetables  fresh nes,1967,956000
Nigeria,Vegetables  fresh nes,1968,980000
Nigeria,Vegetables  fresh nes,1969,1004000
Nigeria,Vegetables  fresh nes,1970,1098000
Nigeria,Vegetables  fresh nes,1971,1136000
Nigeria,Vegetables  fresh nes,1972,1175000
Nigeria,Vegetables  fresh nes,1973,1211000
Nigeria,Vegetables  fresh nes,1974,1259000
Nigeria,Vegetables  fresh nes,1975,1303000
Nigeria,Vegetables  fresh nes,1976,1134000
Nigeria,Vegetables  fresh nes,1977,1025000
Nigeria,Vegetables  fresh nes,1978,976000
Nigeria,Vegetables  fresh nes,1979,931000
Nigeria,Vegetables  fresh nes,1980,972000
Nigeria,Vegetables  fresh nes,1981,986000
Nigeria,Vegetables  fresh nes,1982,1048000
Nigeria,Vegetables  fresh nes,1983,909000
Nigeria,Vegetables  fresh nes,1984,1120000
Nigeria,Vegetables  fresh nes,1985,1254000
Nigeria,Vegetables  fresh nes,1986,1293000
Nigeria,Vegetables  fresh nes,1987,1241000
Nigeria,Vegetables  fresh nes,1988,1354000
Nigeria,Vegetables  fresh nes,1989,1480000
Nigeria,Vegetables  fresh nes,1990,1761000
Nigeria,Vegetables  fresh nes,1991,2025000
Nigeria,Vegetables  fresh nes,1992,2243000
Nigeria,Vegetables  fresh nes,1993,2494000
Nigeria,Vegetables  fresh nes,1994,2843000
Nigeria,Vegetables  fresh nes,1995,2608000
Nigeria,Vegetables  fresh nes,1996,3506000
Nigeria,Vegetables  fresh nes,1997,3657000
Nigeria,Vegetables  fresh nes,1998,3815000
Nigeria,Vegetables  fresh nes,1999,3868000
Nigeria,Vegetables  fresh nes,2000,3945000
Nigeria,Vegetables  fresh nes,2001,4000000
Nigeria,Vegetables  fresh nes,2002,4256000
Nigeria,Vegetables  fresh nes,2003,4528000
Nigeria,Vegetables  fresh nes,2004,4845000
Nigeria,Vegetables  fresh nes,2005,5185000
Nigeria,Vegetables  fresh nes,2006,5651000
Nigeria,Vegetables  fresh nes,2007,4861720
Nigeria,Vegetables  fresh nes,2008,5705000
Nigeria,Vegetables  fresh nes,2009,5752013
Nigeria,Vegetables  fresh nes,2010,5998811
Nigeria,Vegetables  fresh nes,2011,6136054
Nigeria,Vegetables  fresh nes,2012,6309068
Nigeria,Vegetables  fresh nes,2013,6499588
Nigeria,Vegetables  fresh nes,2014,6714350
Nigeria,Vegetables  fresh nes,2015,6923418
Nigeria,Vegetables  fresh nes,2016,7080987
Nigeria,Vegetables  fresh nes,2017,7263243
Nigeria,Vegetables  fresh nes,2018,7447732
Nigeria,Vegetables  fresh nes,2019,7631012
Nigeria,Wheat,1961,16000
Nigeria,Wheat,1962,16000
Nigeria,Wheat,1963,16000
Nigeria,Wheat,1964,20000
